Name,Formula,Exact_Mass_Calc,F_Count,Is_PFAS,PFAS_Structure_Class,Structure_Class,Instrument,Use_Category,CAS_or_Identifier,SMILES
Oteseconazole,C23H16F7N5O2,527.1192223,7,Yes,Other PFAS,Aromatic,LC,Unknown,1340593-59-0,C1=CC(=CC=C1C2=CN=C(C=C2)C([C@](CN3C=NN=N3)(C4=C(C=C(C=C4)F)F)O)(F)F)OCC(F)(F)F
Nirogacestat,C27H41F2N5O,489.3279174,2,No,Not PFAS,Aromatic,LC,Unknown,1290543-63-3,CCC[C@@H](C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C)N[C@H]2CCC3=C(C2)C(=CC(=C3)F)F
Repotrectinib,C18H18FN5O2,355.144453,1,No,Not PFAS,Aromatic,LC,Unknown,1802220-02-5,C[C@H]1CNC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H](C4=C(O1)C=CC(=C4)F)C
Etrasimod,C26H26F3NO3,457.1864784,3,Yes,Other PFAS,Aromatic,LC,Unknown,1206123-37-6,C1CCC(C1)C2=C(C=C(C=C2)COC3=CC4=C(C=C3)NC5=C4CC[C@@H]5CC(=O)O)C(F)(F)F
Lotilaner,C20H14Cl3F6N3O3S,594.9725647,6,Yes,Other PFAS,Aromatic,LC,Unknown,1369852-71-0,CC1=C(SC(=C1)C2=NO[C@@](C2)(C3=CC(=C(C(=C3)Cl)Cl)Cl)C(F)(F)F)C(=O)NCC(=O)NCC(F)(F)F
Nirmatrelvir,C23H32F3N5O4,499.2406392,3,Yes,Other PFAS,Heterocycle,LC,Unknown,2628280-40-8,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C
Fezolinetant,C16H15FN6OS,358.1012083,1,No,Not PFAS,Aromatic,LC,Unknown,1629229-37-3,C[C@@H]1C2=NN=C(N2CCN1C(=O)C3=CC=C(C=C3)F)C4=NC(=NS4)C
Leniolisib,C21H25F3N6O2,450.1991087,3,Yes,Other PFAS,Aromatic,LC,Unknown,1354690-24-6,CCC(=O)N1CC[C@@H](C1)NC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C(F)(F)F
Omaveloxolone,C33H44F2N2O3,554.3319997,2,Yes,Other PFAS,Other,LC,Unknown,1474034-05-3,C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)NC(=O)C(C)(F)F
Pirtobrutinib,C22H21F4N5O3,479.1580524,4,Yes,Other PFAS,Aromatic,LC,Unknown,2101700-15-4,C[C@@H](C(F)(F)F)N1C(=C(C(=N1)C2=CC=C(C=C2)CNC(=O)C3=C(C=CC(=C3)F)OC)C(=O)N)N
Ensartinib,C26H27Cl2FN6O3,560.1505723,1,No,Not PFAS,Aromatic,LC,Unknown,1370651-20-9,C[C@@H]1CN(C[C@@H](N1)C)C(=O)C2=CC=C(C=C2)NC(=O)C3=NN=C(C(=C3)O[C@H](C)C4=C(C=CC(=C4Cl)F)Cl)N
Crinecerfont,C27H28ClFN2OS,482.1594904,1,No,Not PFAS,Aromatic,LC,Unknown,752253-39-7,CC1=C(C=C(C=C1)[C@H](CC2CC2)N(CC#C)C3=NC(=C(S3)C)C4=C(C=C(C(=C4)C)OC)Cl)F
Acoramidis,C15H17FN2O3,292.1223206,1,No,Not PFAS,Aromatic,LC,Unknown,950-296-9,CC1=C(C(=NN1)C)CCCOC2=C(C=CC(=C2)C(=O)O)F
Revumenib,C32H47FN6O4S,630.3363532,1,No,Not PFAS,Aromatic,LC,Unknown,2169919-21-3,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)CC5CCC(CC5)NS(=O)(=O)CC
Inavolisib,C18H19F2N5O4,407.1405105,2,Yes,Other PFAS,Aromatic,LC,Unknown,2060571-02-8,C[C@@H](C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4[C@@H](COC4=O)C(F)F
Seladelpar,C21H23F3O5S,444.1218295,3,Yes,Ether acid (PFECA),Aromatic,LC,Unknown,851528-79-5,CCO[C@H](COC1=CC=C(C=C1)C(F)(F)F)CSC2=CC(=C(C=C2)OCC(=O)O)C
Vorasidenib,C14H13ClF6N6,414.0794414,6,Yes,Other PFAS,Aromatic,LC,Unknown,1644545-52-7,C[C@H](C(F)(F)F)NC1=NC(=NC(=N1)C2=NC(=CC=C2)Cl)N[C@H](C)C(F)(F)F
Tovorafenib,C17H12Cl2F3N7O2S,505.0102336,3,Yes,Other PFAS,Aromatic,LC,Unknown,1096708-71-2,C[C@H](C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl
Danicopan,C26H23BrFN7O3,579.1029779,1,No,Not PFAS,Aromatic,LC,Unknown,1903768-17-1,CC1=NC=C(C=N1)C2=CC3=C(C=C2)N(N=C3C(=O)C)CC(=O)N4C[C@@H](C[C@H]4C(=O)NC5=NC(=CC=C5)Br)F
acifluorfen,C14H7ClF3NO5,360.9964847,3,Yes,Other PFAS,Aromatic,LC,Unknown,50594-66-6,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O
acrinathrin,C26H21F6NO5,541.1323921,6,Yes,Other PFAS,Aromatic,LC,Unknown,101007-06-1,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F)C
afoxolaner,C26H17ClF9N3O3,625.0814731,9,Yes,Other PFAS,Aromatic,LC,Unknown,1093861-60-9,C1C(=NOC1(C2=CC(=CC(=C2)Cl)C(F)(F)F)C(F)(F)F)C3=CC=C(C4=CC=CC=C43)C(=O)NCC(=O)NCC(F)(F)F
amidoflumet,C9H7ClF3NO4S,316.973641,3,Yes,Sulfonamide,Aromatic,LC,Pesticide,84466-05-7,COC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C(F)(F)F
amisulbrom,C13H13BrFN5O4S2,464.9576362,1,No,Not PFAS,Aromatic,LC,Unknown,348635-87-0,CC1=C(C2=C(N1S(=O)(=O)C3=NN(C=N3)S(=O)(=O)N(C)C)C=C(C=C2)F)Br
beflubutamid,C18H17F4NO2,355.1195417,4,Yes,Other PFAS,Aromatic,LC,Unknown,113614-08-7,CCC(C(=O)NCC1=CC=CC=C1)OC2=CC(=C(C=C2)F)C(F)(F)F
trifluralin,C13H16F3N3O4,335.1092907,3,Yes,Other PFAS,Aromatic,LC,Unknown,1582-09-8,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
benfluralin,C13H16F3N3O4,335.1092907,3,Yes,Other PFAS,Aromatic,LC,Unknown,1861-40-1,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
benthiavalicarb-isopropyl,C18H24FN3O3S,381.1522408,1,No,Not PFAS,Aromatic,LC,Unknown,177406-68-7,C[C@H](C1=NC2=C(S1)C=C(C=C2)F)NC(=O)[C@H](C(C)C)NC(=O)OC(C)C
benzovindiflupyr,C18H15Cl2F2N3O,397.0560239,2,Yes,Other PFAS,Aromatic,LC,Unknown,1072957-71-1,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC3=C2C4CCC3C4=C(Cl)Cl
bicyclopyrone,C19H20F3NO5,399.1293574,3,Yes,Other PFAS,Aromatic,LC,Unknown,352010-68-5,COCCOCC1=C(C=CC(=N1)C(F)(F)F)C(=C2C(=O)[C@@H]3CC[C@@H](C3)C2=O)O
bifenthrin,C23H22ClF3O2,422.1260423,3,Yes,Other PFAS,Aromatic,LC,Unknown,82657-04-3,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl
bistrifluron,C16H7ClF8N2O2,446.0068309,8,Yes,Other PFAS,Aromatic,LC,Unknown,201593-84-2,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=CC(=C2Cl)C(F)(F)F)C(F)(F)F)F
bixafen,C18H12Cl2F3N3O,413.030952,3,Yes,Other PFAS,Aromatic,LC,Unknown,581809-46-3,CN1C=C(C(=N1)C(F)F)C(=O)NC2=C(C=C(C=C2)F)C3=CC(=C(C=C3)Cl)Cl
broflanilide,C25H14BrF11N2O2,662.0063002,11,Yes,Other PFAS,Aromatic,LC,Unknown,1207727-04-5,CN(C1=CC=CC(=C1F)C(=O)NC2=C(C=C(C=C2Br)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)C(=O)C3=CC=CC=C3
brofluthrinate,C26H22BrF2NO4,529.0700267,2,Yes,Other PFAS,Aromatic,LC,Unknown,160791-64-0,CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=C(C=C3)Br
bromethalin,C14H7Br3F3N3O4,574.7938767,3,Yes,Other PFAS,Aromatic,LC,Unknown,63333-35-7,CN(C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(F)(F)F)C2=C(C=C(C=C2Br)Br)Br
butafenacil,C20H18ClF3N2O6,474.0805486,3,Yes,Other PFAS,Aromatic,LC,Unknown,134605-64-4,CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl
carfentrazone-ethyl,C15H14Cl2F3N3O3,411.0364313,3,Yes,Other PFAS,Aromatic,LC,Unknown,128639-02-1,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl
chlorfenapyr,C15H11BrClF3N2O,405.9695374,3,Yes,Other PFAS,Aromatic,LC,Unknown,122453-73-0,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl
chlorfluazuron,C20H9Cl3F5N3O3,538.9629653,5,Yes,Other PFAS,Aromatic,LC,Unknown,71422-67-8,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC3=C(C=C(C=N3)C(F)(F)F)Cl)Cl)F
clodinafop,C14H11ClFNO4,311.0360637,1,No,Not PFAS,Aromatic,LC,Unknown,114420-56-3,C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F
clodinafop-propargyl,C17H13ClFNO4,349.0517138,1,No,Not PFAS,Aromatic,LC,Unknown,105512-06-9,C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F
cloransulam,C14H11ClFN5O5S,415.0153454,1,No,Not PFAS,Aromatic,LC,Unknown,159518-97-5,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)C(=O)O)F
cloransulam-methyl,C15H13ClFN5O5S,429.0309954,1,No,Not PFAS,Aromatic,LC,Unknown,147150-35-4,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)C(=O)OC)F
cyflufenamid,C20H17F5N2O2,412.1210189,5,Yes,Other PFAS,Aromatic,LC,Unknown,180409-60-3,C1CC1CO/N=C(/C2=C(C=CC(=C2F)F)C(F)(F)F)\NC(=O)CC3=CC=CC=C3
cyflumetofen,C24H24F3NO4,447.1657429,3,Yes,Other PFAS,Aromatic,LC,Pesticide,400882-07-7,CC(C)(C)C1=CC=C(C=C1)C(C#N)(C(=O)C2=CC=CC=C2C(F)(F)F)C(=O)OCCOC
cyfluthrin,C22H18Cl2FNO3,433.064777,1,No,Not PFAS,Aromatic,LC,Unknown,68359-37-5,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C
cyhalodiamide,C22H17ClF7N3O2,523.089752,7,Yes,Other PFAS,Aromatic,LC,Unknown,1262605-53-7,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)Cl)C(=O)NC(C)(C)C#N
dichlofluanid,C9H11Cl2FN2O2S2,331.9623032,1,No,Not PFAS,Aromatic,LC,Unknown,1085-98-9,CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl
diclosulam,C13H10Cl2FN5O3S,404.9865438,1,No,Not PFAS,Aromatic,LC,Unknown,145701-21-9,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)Cl)F
difenopenten-ethyl,C20H19F3O4,380.1235437,3,Yes,Other PFAS,Aromatic,LC,Polymer / Additive,71101-05-8,CCOC(=O)/C=C/C(C)OC1=CC=C(C=C1)OC2=CC=C(C=C2)C(F)(F)F
diflovidazin,C14H7ClF2N4,304.0327303,2,No,Not PFAS,Aromatic,LC,Unknown,162320-67-4,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=C(C=CC=C3F)F)Cl
diflubenzuron,C14H9ClF2N2O2,310.0320616,2,No,Not PFAS,Aromatic,LC,Unknown,35367-38-5,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F
diflufenican,C19H11F5N2O2,394.0740687,5,Yes,Other PFAS,Aromatic,LC,Pesticide,83164-33-4,C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F
diflufenzopyr,C15H12F2N4O3,334.0877467,2,No,Not PFAS,Aromatic,LC,Unknown,109293-97-2,C/C(=N\NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)O
diflumetorim,C15H16ClF2N3O,327.0949963,2,Yes,Other PFAS,Aromatic,LC,Pesticide,130339-07-0,CCC(C1=CC=C(C=C1)OC(F)F)NC2=NC=NC(=C2Cl)C
dimefluthrin,C19H22F4O3,374.1505074,4,No,Not PFAS,Aromatic,LC,Unknown,271241-14-6,CC(=CC1C(C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F)C
dithiopyr,C15H16F5NO2S2,401.0542619,5,Yes,Other PFAS,Aromatic,LC,Unknown,97886-45-8,CC(C)CC1=C(C(=NC(=C1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC
epoxiconazole,C17H13ClFN3O,329.0731179,1,No,Not PFAS,Aromatic,LC,Unknown,133855-98-8,C1=CC=C(C(=C1)[C@@H]2[C@@](O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl
ethalfluralin,C13H14F3N3O4,333.0936406,3,Yes,Other PFAS,Aromatic,LC,Unknown,55283-68-6,CCN(CC(=C)C)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
ethiprole,C13H9Cl2F3N4OS,395.9826219,3,Yes,Other PFAS,Aromatic,LC,Unknown,181587-01-9,CCS(=O)C1=C(N(N=C1C#N)C2=C(C=C(C=C2Cl)C(F)(F)F)Cl)N
etoxazole,C21H23F2NO2,359.1696854,2,No,Not PFAS,Aromatic,LC,Unknown,153233-91-1,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F
fipronil,C12H4Cl2F6N4OS,435.9387064,6,Yes,Other PFAS,Aromatic,LC,Unknown,120068-37-3,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F
flamprop-isopropyl,C19H19ClFNO3,363.1037494,1,No,Not PFAS,Aromatic,LC,Unknown,52756-22-6,CC(C)OC(=O)C(C)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2
flamprop-M,C16H13ClFNO3,321.0567992,1,No,Not PFAS,Aromatic,LC,Unknown,90134-59-1,C[C@H](C(=O)O)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2
flamprop-methyl,C17H15ClFNO3,335.0724492,1,No,Not PFAS,Aromatic,LC,Unknown,52756-25-9,CC(C(=O)OC)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2
flazasulfuron,C13H12F3N5O5S,407.0511241,3,Yes,Sulfonamide,Aromatic,LC,Unknown,104040-78-0,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)C(F)(F)F)OC
flocoumafen,C33H25F3O4,542.1704939,3,Yes,Other PFAS,Aromatic,LC,Unknown,90035-08-8,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)OCC6=CC=C(C=C6)C(F)(F)F
flometoquin,C22H20F3NO5,435.1293574,3,Yes,Other PFAS,Aromatic,LC,Unknown,875775-74-9,CCC1=C(C(=C2C=C(C(=CC2=N1)C)OC3=CC=C(C=C3)OC(F)(F)F)OC(=O)OC)C
flonicamid,C9H6F3N3O,229.0462965,3,Yes,Other PFAS,Aromatic,LC,Unknown,158062-67-0,C1=CN=CC(=C1C(F)(F)F)C(=O)NCC#N
florasulam,C12H8F3N5O3S,359.0299948,3,No,Not PFAS,Aromatic,LC,Unknown,145701-23-1,COC1=NC=C(C2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3F)F)F
fluazaindolizine,C16H10Cl2F3N3O4S,466.9721168,3,Yes,Sulfonamide,Aromatic,LC,Unknown,1254304-22-7,COC1=CC(=C(C=C1)Cl)S(=O)(=O)NC(=O)C2=CN3C=C(C=C(C3=N2)Cl)C(F)(F)F
fluazifop-butyl,C19H20F3NO4,383.1344428,3,Yes,Other PFAS,Aromatic,LC,Unknown,69806-50-4,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F
fluazifop-P,C15H12F3NO4,327.0718425,3,Yes,Other PFAS,Aromatic,LC,Unknown,83066-88-0,C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F
fluazinam,C13H4Cl2F6N4O4,463.9513793,6,Yes,Other PFAS,Aromatic,LC,Unknown,79622-59-6,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F
flubendiamide,C23H22F7IN2O4S,682.0233237,7,Yes,Other PFAS,Aromatic,LC,Unknown,272451-65-7,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C
flucarbazone,C12H11F3N4O6S,396.0351397,3,Yes,Sulfonamide,Aromatic,LC,Unknown,145026-88-6,CN1C(=NN(C1=O)C(=O)NS(=O)(=O)C2=CC=CC=C2OC(F)(F)F)OC
flucetosulfuron,C18H22FN5O8S,487.1173119,1,No,Not PFAS,Aromatic,LC,Unknown,412928-75-7,CC(C(C1=C(C=CC=N1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC)OC(=O)COC)F
flucythrinate,C26H23F2NO4,451.1595147,2,Yes,Other PFAS,Aromatic,LC,Unknown,70124-77-5,CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3
fludioxonil,C12H6F2N2O2,248.0397339,2,Yes,Other PFAS,Aromatic,LC,Unknown,131341-86-1,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N
fluensulfone,C7H5ClF3NO2S2,290.9402327,3,Yes,Other PFAS,Aromatic,LC,Unknown,318290-98-1,C1=C(SC(=N1)S(=O)(=O)CCC(=C(F)F)F)Cl
flufenacet,C14H13F4N3O2S,363.0664605,4,Yes,Other PFAS,Aromatic,LC,Unknown,142459-58-3,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
flufenoxuron,C21H11ClF6N2O3,488.0362392,6,Yes,Other PFAS,Aromatic,LC,Unknown,101463-69-8,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F
flufenoxystrobin,C19H16ClF3O4,400.0689213,3,Yes,Other PFAS,Aromatic,LC,Unknown,918162-02-4,CO/C=C(\C1=CC=CC=C1COC2=C(C=C(C=C2)C(F)(F)F)Cl)/C(=O)OC
flufiprole,C16H10Cl2F6N4OS,489.9856566,6,Yes,Other PFAS,Aromatic,LC,Unknown,704886-18-0,CC(=C)CNC1=C(C(=NN1C2=C(C=C(C=C2Cl)C(F)(F)F)Cl)C#N)S(=O)C(F)(F)F
fluhexafon,C12H17F3N2O3S,326.0911981,3,Yes,Other PFAS,Other,LC,Unknown,1097630-26-6,CON=C1CCC(CC1)C(C#N)S(=O)(=O)CCC(F)(F)F
flumethrin,C28H22Cl2FNO3,509.0960771,1,No,Not PFAS,Aromatic,LC,Pesticide,69770-45-2,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)/C=C(/C4=CC=C(C=C4)Cl)\Cl)C
flumetralin,C16H12ClF4N3O4,421.0452464,4,Yes,Other PFAS,Aromatic,LC,Pesticide,62924-70-3,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
flumetsulam,C12H9F2N5O2S,325.044502,2,No,Not PFAS,Aromatic,LC,Pesticide,98967-40-9,CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F
flumiclorac,C16H13ClFNO5,353.0466284,1,No,Not PFAS,Aromatic,LC,Pesticide,87547-04-4,C1CCC2=C(C1)C(=O)N(C2=O)C3=CC(=C(C=C3F)Cl)OCC(=O)O
flumiclorac-pentyl,C21H23ClFNO5,423.1248787,1,No,Not PFAS,Aromatic,LC,Pesticide,87546-18-7,CCCCCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C3=C(C2=O)CCCC3)F)Cl
flumioxazin,C19H15FN2O4,354.1015852,1,No,Not PFAS,Aromatic,LC,Pesticide,103361-09-7,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F
flumorph,C21H22FNO4,371.1532864,1,No,Not PFAS,Aromatic,LC,Pesticide,211867-47-9,COC1=C(C=C(C=C1)/C(=C/C(=O)N2CCOCC2)/C3=CC=C(C=C3)F)OC
fluometuron,C10H11F3N2O,232.0823476,3,Yes,Other PFAS,Aromatic,LC,Unknown,2164-17-2,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F
fluopicolide,C14H8Cl3F3N2O,381.9654306,3,Yes,Other PFAS,Aromatic,LC,Unknown,239110-15-7,C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl
fluopyram,C16H11ClF6N2O,396.04641,6,Yes,Other PFAS,Aromatic,LC,Unknown,658066-35-4,C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F
fluoroglycofen,C16H9ClF3NO7,419.001964,3,Yes,Other PFAS,Aromatic,LC,Fluorochemical / Surfactant,77501-60-1,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)OCC(=O)O
fluoroglycofen-ethyl,C18H13ClF3NO7,447.0332641,3,Yes,Other PFAS,Aromatic,LC,Fluorochemical / Surfactant,77501-90-7,CCOC(=O)COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
fluoxastrobin,C21H16ClFN4O5,458.0793255,1,No,Not PFAS,Aromatic,LC,Unknown,361377-29-9,CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4
flupropanate,C3H2F4O2,145.9990922,4,Yes,Other PFAS,Highly-fluorinated chain,LC,Unknown,756-09-2,C(C(C(=O)O)(F)F)(F)F
flupyradifurone,C12H11ClF2N2O2,288.0477117,2,Yes,Other PFAS,Aromatic,LC,Unknown,951659-40-8,C1C(=CC(=O)O1)N(CC2=CN=C(C=C2)Cl)CC(F)F
flupyrsulfuron-methyl,C15H14F3N5O7S,465.0566034,3,Yes,Sulfonamide,Aromatic,LC,Unknown,144740-53-4,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=N2)C(F)(F)F)C(=O)OC)OC
fluquinconazole,C16H8Cl2FN5O,375.0089935,1,No,Not PFAS,Aromatic,LC,Unknown,136426-54-5,C1=CC2=C(C=C1F)C(=O)N(C(=N2)N3C=NC=N3)C4=C(C=C(C=C4)Cl)Cl
fluralaner,C22H17Cl2F6N3O3,555.0551161,6,Yes,Other PFAS,Aromatic,LC,Unknown,864731-61-3,CC1=C(C=CC(=C1)C2=NOC(C2)(C3=CC(=CC(=C3)Cl)Cl)C(F)(F)F)C(=O)NCC(=O)NCC(F)(F)F
fluridone,C19H14F3NO,329.1027487,3,Yes,Other PFAS,Aromatic,LC,Unknown,59756-60-4,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3
flurochloridone,C12H10Cl2F3NO,311.009154,3,Yes,Other PFAS,Aromatic,LC,Unknown,61213-25-0,C1C(C(C(=O)N1C2=CC=CC(=C2)C(F)(F)F)Cl)CCl
fluroxypyr,C7H5Cl2FN2O3,253.9661256,1,No,Not PFAS,Aromatic,LC,Unknown,69377-81-7,C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F
fluroxypyr-butometyl,C14H19Cl2FN2O4,368.0705907,1,No,Not PFAS,Aromatic,LC,Unknown,154486-27-8,CCCCOCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F
fluroxypyr-meptyl,C15H21Cl2FN2O3,366.0913261,1,No,Not PFAS,Aromatic,LC,Unknown,81406-37-3,CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F
flurprimidol,C15H15F3N2O2,312.1085624,3,Yes,Other PFAS,Aromatic,LC,Unknown,56425-91-3,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O
flurtamone,C18H14F3NO2,333.0976633,3,Yes,Other PFAS,Aromatic,LC,Unknown,96525-23-4,CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F
flusilazole,C16H15F2N3Si,315.1003305,2,No,Not PFAS,Aromatic,LC,Unknown,85509-19-9,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F
flusulfamide,C13H7Cl2F3N2O4S,413.9455677,3,Yes,Sulfonamide,Aromatic,LC,Unknown,106917-52-6,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F
fluthiacet-methyl,C15H15ClFN3O3S2,403.0227392,1,No,Not PFAS,Aromatic,LC,Unknown,117337-19-6,COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl
flutianil,C19H14F4N2OS2,426.0483679,4,Yes,Other PFAS,Aromatic,LC,Unknown,958647-10-4,COC1=CC=CC=C1N\2CCS/C2=C(/C#N)\SC3=C(C=CC(=C3)C(F)(F)F)F
flutolanil,C17H16F3NO2,323.1133134,3,Yes,Other PFAS,Aromatic,LC,Unknown,66332-96-5,CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F
